id,text,createdAt
2051961195423228186,@Nirel01 Stolen post,Wed May 06 09:44:07 +0000 2026
2051905491152875687,RT @MrDolayemi: I’ve watched over 200 Arsenal videos on TikTok tonight, read over 300 tweets, and I still can’t stop or even sleep… I’m way…,Wed May 06 06:02:46 +0000 2026
2051793545376252215,RT @DailyAFC: 🗣️ Thierry Henry to Bukayo Saka: “I wish you all the best. We couldn’t do it, and I hope you will be able to. If you guys do…,Tue May 05 22:37:56 +0000 2026
2051793479315992727,RT @WelBeast: All I can say is that thank you Mikel Arteta for making me dream. Last season was the quarter final, this season was the semi…,Tue May 05 22:37:40 +0000 2026
2051788720525742457,RT @Abdull_tjay: Saturday—beat Fulham 
Monday—City drop points to Everton
Tuesday—Qualify for UCL final
Happiest 4 days of my life.,Tue May 05 22:18:46 +0000 2026
2051787366419894750,RT @cmbftbl: Our boy taking us to the final ❤️ https://t.co/A0EdkqPbgM,Tue May 05 22:13:23 +0000 2026
2051786970104250415,RT @BukayoSaka87: You deserve more Arsenal fans 💔 https://t.co/oWrcjchIZd,Tue May 05 22:11:48 +0000 2026
2051779611759964464,RT @Frimpon: No Words. https://t.co/OzSpfCSLjw,Tue May 05 21:42:34 +0000 2026
2051777816782332120,RT @selormafc: I’m in tears man! 😭❤️ https://t.co/BF29bPZyOo,Tue May 05 21:35:26 +0000 2026
2050277170635780337,@MrBeast `,Fri May 01 18:12:24 +0000 2026
2050275574438867142,@MrBeast .,Fri May 01 18:06:03 +0000 2026
2048009900198965603,By this time next year, i’ll be in a far better place than i am right now. https://t.co/X1rUcXAOqY,Sat Apr 25 12:03:05 +0000 2026
2037801280043647204,God please put me on https://t.co/Iw8z89mF2D,Sat Mar 28 07:57:40 +0000 2026
2029089638577574287,RT @Wizarab10: For a long time, I found it hard spending my own money on myself. Frankly, it is still a struggle. I find more pleasure spen…,Wed Mar 04 07:00:43 +0000 2026
2027829395189006575,RT @Fimiye: Men who fancy bwess over ynash. Retweet this.,Sat Feb 28 19:32:57 +0000 2026
2025987771794362742,@Owishemwe Attacks from neighbouring villages,Mon Feb 23 17:35:00 +0000 2026
2024782150533304763,This week, I’ve found myself spending more time on @Substack, and I genuinely love it.
It feels quiet there,thoughtful. Unrushed.
It’s not loud like Instagram.
It’s not performative like Twitter.
It feels like sitting with someone’s mind instead of watching them perform.,Fri Feb 20 09:44:17 +0000 2026
2022273722200019004,@hackSultan @RaenestApp @Upwork @dev_careers I'm interested,
Here is my GitHub:

https://t.co/d32FgyB6hZ,Fri Feb 13 11:36:42 +0000 2026
2021918077814968489,RT @omgsidewalks: let a man talk about himself to a woman uninterrupted for 10 minutes and he'll be like "wow i really like you",Thu Feb 12 12:03:29 +0000 2026
2019768517105528963,📌📌 https://t.co/jUwp2rIUw6,Fri Feb 06 13:41:54 +0000 2026
2019074248870875475,God 😌😌😌
Imagine the scene when we get confirmed as Premier League winners https://t.co/ujsP7N5fAF,Wed Feb 04 15:43:08 +0000 2026
2018811342975877571,@OlisaOsega ❤️❤️❤️❤️❤️,Tue Feb 03 22:18:26 +0000 2026
2018810960388235530,RT @WelBeast: Don’t say anything, just RT. https://t.co/k0CqnGEyqP,Tue Feb 03 22:16:55 +0000 2026
2018451670364041566,@Okori13Okorie Looks clean,Mon Feb 02 22:29:13 +0000 2026
2018451525451055116,@I_Am_David366 😂😂😂,Mon Feb 02 22:28:39 +0000 2026
2018450493107036190,@realmakay_ray 👍👍,Mon Feb 02 22:24:33 +0000 2026
2018430427694838098,@_sweetsell @ForsayEN @Notes_SocialFi Happy new month,Mon Feb 02 21:04:49 +0000 2026
2018259689369161995,@KawasakiPrimus Done boss,Mon Feb 02 09:46:22 +0000 2026
2018255297555403260,@the_Lawrenz ❌,Mon Feb 02 09:28:54 +0000 2026
2017726602159727012,Like you guys have a choice https://t.co/57PAHiLfcB,Sat Jan 31 22:28:04 +0000 2026
2017167805183939061,I’ve been making myself small so I don’t have to be seen,and now I’m realizing that being unseen has consequences.,Fri Jan 30 09:27:36 +0000 2026
2017152201513209911,@Andela @grok so wat does a kubernetes cloud native associate do ??,Fri Jan 30 08:25:36 +0000 2026
2016986789852963118,We pick up pieces of people we love without realizing it. 
A gesture. A habit. A thought.
Suddenly, it’s yours too.
